HITId,HITTypeId,Title,CreationTime,MaxAssignments,AssignmentDurationInSeconds,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.answerGroups,Input.answerQuestions,Input.imgUrl,Input.questionStr,Answer.answer_groups,Answer.answer_questions,Answer.is_skip,Answer.skipCheck,Answer.skip_reason,Turkle.Username
9,85,Uncertainty QUD,Mon Feb 07 18:34:33 UTC 2022,1,86400,21524,52,Mon Feb 07 18:53:45 UTC 2022,Mon Feb 07 18:54:23 UTC 2022,38,"[[{""id"": ""g0.0"", ""content"": ""bucket hat""}, {""id"": ""g0.1"", ""content"": ""hat with hole""}], [{""id"": ""g1.0"", ""content"": ""fedora""}], [{""id"": ""g2.0"", ""content"": ""rasta hat""}], [{""id"": ""g3.0"", ""content"": ""ponytail""}], [{""id"": ""g4.0"", ""content"": ""fedora with dreads""}], [{""id"": ""g5.0"", ""content"": ""visor""}], [{""id"": ""g6.0"", ""content"": ""top""}]]","[""What type of hat is this man wearing?"", ""What type of hat is this man wearing?"", ""What type of hat is this man wearing?"", ""What type of hat is this man wearing?"", ""What type of hat is this man wearing?"", ""What type of hat is this man wearing?"", ""What type of hat is this man wearing?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000441633.jpg""","""What type of hat is this man wearing?""","[[{""id"":""g0.0"",""content"":""bucket hat""},{""id"":""g0.1"",""content"":""hat with hole""}],[{""id"":""g1.0"",""content"":""fedora""}],[{""id"":""g2.0"",""content"":""rasta hat""}],[{""id"":""g3.0"",""content"":""ponytail""}],[{""id"":""g4.0"",""content"":""fedora with dreads""}],[{""id"":""g5.0"",""content"":""visor""}],[{""id"":""g6.0"",""content"":""top""}]]","[""What type of hat is this man wearing?"",""What type of hat is this man wearing?"",""What type of hat is this man wearing?"",""What type of hat is this man wearing?"",""What type of hat is this man wearing?"",""What type of hat is this man wearing?"",""What type of hat is this man wearing?""]",true,value,"""All answer the same question""",esteng
9,85,Uncertainty QUD,Tue Feb 08 18:14:26 UTC 2022,1,86400,21690,129,Wed Feb 09 20:30:00 UTC 2022,Wed Feb 09 20:30:37 UTC 2022,37,"[[{""id"": ""g0.0"", ""content"": ""bucket hat""}, {""id"": ""g0.1"", ""content"": ""hat with hole""}], [{""id"": ""g1.0"", ""content"": ""fedora""}], [{""id"": ""g2.0"", ""content"": ""rasta hat""}], [{""id"": ""g3.0"", ""content"": ""ponytail""}], [{""id"": ""g4.0"", ""content"": ""fedora with dreads""}], [{""id"": ""g5.0"", ""content"": ""visor""}], [{""id"": ""g6.0"", ""content"": ""top""}]]","[""What type of hat is this man wearing?"", ""What type of hat is this man wearing?"", ""What type of hat is this man wearing?"", ""What type of hat is this man wearing?"", ""What type of hat is this man wearing?"", ""What type of hat is this man wearing?"", ""What type of hat is this man wearing?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000441633.jpg""","""What type of hat is this man wearing?""","[[{""id"":""g2.0"",""content"":""rasta hat""},{""id"":""g5.0"",""content"":""visor""},{""id"":""g6.0"",""content"":""top""},{""id"":""g4.0"",""content"":""fedora with dreads""},{""id"":""g0.0"",""content"":""bucket hat""},{""id"":""g1.0"",""content"":""fedora""},{""id"":""g0.1"",""content"":""hat with hole""}]]","[""What type of hat is this man wearing?"",""What type of hat is this man wearing?"",""What type of hat is this man wearing?"",""What type of hat is this man wearing?"",""What type of hat is this man wearing?"",""What type of hat is this man wearing?"",""What type of hat is this man wearing?""]",false,,"""All answer the same question""",jgualla1
10,85,Uncertainty QUD,Mon Feb 07 18:34:33 UTC 2022,1,86400,21525,52,Mon Feb 07 18:54:23 UTC 2022,Mon Feb 07 18:56:04 UTC 2022,101,"[[{""id"": ""g0.0"", ""content"": ""mirrors""}], [{""id"": ""g1.0"", ""content"": ""motorcycle""}], [{""id"": ""g2.0"", ""content"": ""another bike""}], [{""id"": ""g3.0"", ""content"": ""mirror""}], [{""id"": ""g4.0"", ""content"": ""tire""}]]","[""What is on the front of the bike?"", ""What is on the front of the bike?"", ""What is on the front of the bike?"", ""What is on the front of the bike?"", ""What is on the front of the bike?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000440689.jpg""","""What is on the front of the bike?""","[[{""id"":""g3.0"",""content"":""mirror""},{""id"":""g0.0"",""content"":""mirrors""},{""id"":""g4.0"",""content"":""tire""}],[{""id"":""g2.0"",""content"":""another bike""},{""id"":""g1.0"",""content"":""motorcycle""}]]","""What vehicle is in front of the bike?""",false,,"""All answer the same question""",esteng
10,85,Uncertainty QUD,Tue Feb 08 18:14:26 UTC 2022,1,86400,21691,129,Wed Feb 09 20:30:37 UTC 2022,Wed Feb 09 20:31:03 UTC 2022,26,"[[{""id"": ""g0.0"", ""content"": ""mirrors""}], [{""id"": ""g1.0"", ""content"": ""motorcycle""}], [{""id"": ""g2.0"", ""content"": ""another bike""}], [{""id"": ""g3.0"", ""content"": ""mirror""}], [{""id"": ""g4.0"", ""content"": ""tire""}]]","[""What is on the front of the bike?"", ""What is on the front of the bike?"", ""What is on the front of the bike?"", ""What is on the front of the bike?"", ""What is on the front of the bike?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000440689.jpg""","""What is on the front of the bike?""","[[{""id"":""g4.0"",""content"":""tire""},{""id"":""g0.0"",""content"":""mirrors""},{""id"":""g3.0"",""content"":""mirror""}],[{""id"":""g2.0"",""content"":""another bike""},{""id"":""g1.0"",""content"":""motorcycle""}]]","""What is in front of the bike?""",false,,"""All answer the same question""",jgualla1
11,85,Uncertainty QUD,Mon Feb 07 18:34:33 UTC 2022,1,86400,21526,52,Mon Feb 07 18:56:04 UTC 2022,Mon Feb 07 18:56:36 UTC 2022,32,"[[{""id"": ""g0.0"", ""content"": ""don't know""}], [{""id"": ""g1.0"", ""content"": ""steve's""}], [{""id"": ""g2.0"", ""content"": ""man""}], [{""id"": ""g3.0"", ""content"": ""unknown""}, {""id"": ""g3.1"", ""content"": ""mom's""}], [{""id"": ""g4.0"", ""content"": ""man's""}]]","[""Whose house is this?"", ""Whose house is this?"", ""Whose house is this?"", ""Whose house is this?"", ""Whose house is this?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000440444.jpg""","""Whose house is this?""","[[{""id"":""g0.0"",""content"":""don't know""}],[{""id"":""g1.0"",""content"":""steve's""}],[{""id"":""g2.0"",""content"":""man""}],[{""id"":""g3.0"",""content"":""unknown""},{""id"":""g3.1"",""content"":""mom's""}],[{""id"":""g4.0"",""content"":""man's""}]]","[""Whose house is this?"",""Whose house is this?"",""Whose house is this?"",""Whose house is this?"",""Whose house is this?""]",true,value,"""All answer the same question""",esteng
11,85,Uncertainty QUD,Tue Feb 08 18:14:26 UTC 2022,1,86400,21692,129,Wed Feb 09 20:31:03 UTC 2022,Wed Feb 09 20:31:15 UTC 2022,12,"[[{""id"": ""g0.0"", ""content"": ""don't know""}], [{""id"": ""g1.0"", ""content"": ""steve's""}], [{""id"": ""g2.0"", ""content"": ""man""}], [{""id"": ""g3.0"", ""content"": ""unknown""}, {""id"": ""g3.1"", ""content"": ""mom's""}], [{""id"": ""g4.0"", ""content"": ""man's""}]]","[""Whose house is this?"", ""Whose house is this?"", ""Whose house is this?"", ""Whose house is this?"", ""Whose house is this?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000440444.jpg""","""Whose house is this?""","[[{""id"":""g0.0"",""content"":""don't know""}],[{""id"":""g1.0"",""content"":""steve's""}],[{""id"":""g2.0"",""content"":""man""}],[{""id"":""g3.0"",""content"":""unknown""},{""id"":""g3.1"",""content"":""mom's""}],[{""id"":""g4.0"",""content"":""man's""}]]","[""Whose house is this?"",""Whose house is this?"",""Whose house is this?"",""Whose house is this?"",""Whose house is this?""]",true,value,"""All answer the same question""",jgualla1
12,85,Uncertainty QUD,Mon Feb 07 18:34:33 UTC 2022,1,86400,21527,52,Mon Feb 07 18:56:36 UTC 2022,Mon Feb 07 18:58:26 UTC 2022,110,"[[{""id"": ""g0.0"", ""content"": ""eagles""}], [{""id"": ""g1.0"", ""content"": ""michigan""}], [{""id"": ""g2.0"", ""content"": ""miami eagles legends, all state champions usa""}], [{""id"": ""g3.0"", ""content"": ""america beautiful""}], [{""id"": ""g4.0"", ""content"": ""miami eagles""}, {""id"": ""g4.1"", ""content"": ""miami eagles usa""}], [{""id"": ""g5.0"", ""content"": ""m""}], [{""id"": ""g6.0"", ""content"": ""can't read it""}], [{""id"": ""g7.0"", ""content"": ""united""}]]","[""What does the man's shirt say?"", ""What does the man's shirt say?"", ""What does the man's shirt say?"", ""What does the man's shirt say?"", ""What does the man's shirt say?"", ""What does the man's shirt say?"", ""What does the man's shirt say?"", ""What does the man's shirt say?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000443082.jpg""","""What does the man's shirt say?""","[[{""id"":""g5.0"",""content"":""m""},{""id"":""g4.1"",""content"":""miami eagles usa""},{""id"":""g4.0"",""content"":""miami eagles""},{""id"":""g2.0"",""content"":""miami eagles legends, all state champions usa""},{""id"":""g0.0"",""content"":""eagles""}],[{""id"":""g7.0"",""content"":""united""},{""id"":""g3.0"",""content"":""america beautiful""}]]","""What does the man's shirt signify?""",false,,"""All answer the same question""",esteng
12,85,Uncertainty QUD,Tue Feb 08 18:14:26 UTC 2022,1,86400,21693,129,Wed Feb 09 20:31:15 UTC 2022,Wed Feb 09 20:31:26 UTC 2022,11,"[[{""id"": ""g0.0"", ""content"": ""eagles""}], [{""id"": ""g1.0"", ""content"": ""michigan""}], [{""id"": ""g2.0"", ""content"": ""miami eagles legends, all state champions usa""}], [{""id"": ""g3.0"", ""content"": ""america beautiful""}], [{""id"": ""g4.0"", ""content"": ""miami eagles""}, {""id"": ""g4.1"", ""content"": ""miami eagles usa""}], [{""id"": ""g5.0"", ""content"": ""m""}], [{""id"": ""g6.0"", ""content"": ""can't read it""}], [{""id"": ""g7.0"", ""content"": ""united""}]]","[""What does the man's shirt say?"", ""What does the man's shirt say?"", ""What does the man's shirt say?"", ""What does the man's shirt say?"", ""What does the man's shirt say?"", ""What does the man's shirt say?"", ""What does the man's shirt say?"", ""What does the man's shirt say?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000443082.jpg""","""What does the man's shirt say?""","[[{""id"":""g0.0"",""content"":""eagles""}],[{""id"":""g1.0"",""content"":""michigan""}],[{""id"":""g2.0"",""content"":""miami eagles legends, all state champions usa""}],[{""id"":""g3.0"",""content"":""america beautiful""}],[{""id"":""g4.0"",""content"":""miami eagles""},{""id"":""g4.1"",""content"":""miami eagles usa""}],[{""id"":""g5.0"",""content"":""m""}],[{""id"":""g6.0"",""content"":""can't read it""}],[{""id"":""g7.0"",""content"":""united""}]]","[""What does the man's shirt say?"",""What does the man's shirt say?"",""What does the man's shirt say?"",""What does the man's shirt say?"",""What does the man's shirt say?"",""What does the man's shirt say?"",""What does the man's shirt say?"",""What does the man's shirt say?""]",true,value,"""All answer the same question""",jgualla1
13,85,Uncertainty QUD,Mon Feb 07 18:34:33 UTC 2022,1,86400,21528,52,Mon Feb 07 18:58:27 UTC 2022,Mon Feb 07 18:58:49 UTC 2022,22,"[[{""id"": ""g0.0"", ""content"": ""sidewalk""}], [{""id"": ""g1.0"", ""content"": ""camera""}], [{""id"": ""g2.0"", ""content"": ""sky""}], [{""id"": ""g3.0"", ""content"": ""street""}], [{""id"": ""g4.0"", ""content"": ""wall""}], [{""id"": ""g5.0"", ""content"": ""unknown""}], [{""id"": ""g6.0"", ""content"": ""photographer""}]]","[""What is the woman looking at?"", ""What is the woman looking at?"", ""What is the woman looking at?"", ""What is the woman looking at?"", ""What is the woman looking at?"", ""What is the woman looking at?"", ""What is the woman looking at?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000441459.jpg""","""What is the woman looking at?""","[[{""id"":""g0.0"",""content"":""sidewalk""}],[{""id"":""g1.0"",""content"":""camera""}],[{""id"":""g2.0"",""content"":""sky""}],[{""id"":""g3.0"",""content"":""street""}],[{""id"":""g4.0"",""content"":""wall""}],[{""id"":""g5.0"",""content"":""unknown""}],[{""id"":""g6.0"",""content"":""photographer""}]]","[""What is the woman looking at?"",""What is the woman looking at?"",""What is the woman looking at?"",""What is the woman looking at?"",""What is the woman looking at?"",""What is the woman looking at?"",""What is the woman looking at?""]",true,value,"""All answer the same question""",esteng
13,85,Uncertainty QUD,Tue Feb 08 18:14:26 UTC 2022,1,86400,21694,129,Wed Feb 09 20:31:26 UTC 2022,Wed Feb 09 20:31:34 UTC 2022,8,"[[{""id"": ""g0.0"", ""content"": ""sidewalk""}], [{""id"": ""g1.0"", ""content"": ""camera""}], [{""id"": ""g2.0"", ""content"": ""sky""}], [{""id"": ""g3.0"", ""content"": ""street""}], [{""id"": ""g4.0"", ""content"": ""wall""}], [{""id"": ""g5.0"", ""content"": ""unknown""}], [{""id"": ""g6.0"", ""content"": ""photographer""}]]","[""What is the woman looking at?"", ""What is the woman looking at?"", ""What is the woman looking at?"", ""What is the woman looking at?"", ""What is the woman looking at?"", ""What is the woman looking at?"", ""What is the woman looking at?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000441459.jpg""","""What is the woman looking at?""","[[{""id"":""g0.0"",""content"":""sidewalk""}],[{""id"":""g1.0"",""content"":""camera""}],[{""id"":""g2.0"",""content"":""sky""}],[{""id"":""g3.0"",""content"":""street""}],[{""id"":""g4.0"",""content"":""wall""}],[{""id"":""g5.0"",""content"":""unknown""}],[{""id"":""g6.0"",""content"":""photographer""}]]","[""What is the woman looking at?"",""What is the woman looking at?"",""What is the woman looking at?"",""What is the woman looking at?"",""What is the woman looking at?"",""What is the woman looking at?"",""What is the woman looking at?""]",true,value,"""All answer the same question""",jgualla1
14,85,Uncertainty QUD,Mon Feb 07 18:34:33 UTC 2022,1,86400,21529,52,Mon Feb 07 18:58:49 UTC 2022,Mon Feb 07 19:00:47 UTC 2022,118,"[[{""id"": ""g0.0"", ""content"": ""he isn't""}], [{""id"": ""g1.0"", ""content"": ""tag on jacket""}, {""id"": ""g1.1"", ""content"": ""he's wearing tag""}], [{""id"": ""g2.0"", ""content"": ""don't think he is""}, {""id"": ""g2.1"", ""content"": ""because of white pass on his jacket""}, {""id"": ""g2.2"", ""content"": ""to try to win""}], [{""id"": ""g3.0"", ""content"": ""unsure""}], [{""id"": ""g4.0"", ""content"": ""has number""}], [{""id"": ""g5.0"", ""content"": ""tag""}]]","[""Why might this skier be involved in some kind of competition?"", ""Why might this skier be involved in some kind of competition?"", ""Why might this skier be involved in some kind of competition?"", ""Why might this skier be involved in some kind of competition?"", ""Why might this skier be involved in some kind of competition?"", ""Why might this skier be involved in some kind of competition?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000443497.jpg""","""Why might this skier be involved in some kind of competition?""","[[{""id"":""g2.1"",""content"":""because of white pass on his jacket""},{""id"":""g1.0"",""content"":""tag on jacket""},{""id"":""g5.0"",""content"":""tag""},{""id"":""g4.0"",""content"":""has number""},{""id"":""g1.1"",""content"":""he's wearing tag""}],[{""id"":""g2.2"",""content"":""to try to win""}]]","""What would motivate this skier to be involved in some kind of competition?""",false,,"""All answer the same question""",esteng
14,85,Uncertainty QUD,Tue Feb 08 18:14:26 UTC 2022,1,86400,21695,129,Wed Feb 09 20:31:35 UTC 2022,Wed Feb 09 20:31:44 UTC 2022,9,"[[{""id"": ""g0.0"", ""content"": ""he isn't""}], [{""id"": ""g1.0"", ""content"": ""tag on jacket""}, {""id"": ""g1.1"", ""content"": ""he's wearing tag""}], [{""id"": ""g2.0"", ""content"": ""don't think he is""}, {""id"": ""g2.1"", ""content"": ""because of white pass on his jacket""}, {""id"": ""g2.2"", ""content"": ""to try to win""}], [{""id"": ""g3.0"", ""content"": ""unsure""}], [{""id"": ""g4.0"", ""content"": ""has number""}], [{""id"": ""g5.0"", ""content"": ""tag""}]]","[""Why might this skier be involved in some kind of competition?"", ""Why might this skier be involved in some kind of competition?"", ""Why might this skier be involved in some kind of competition?"", ""Why might this skier be involved in some kind of competition?"", ""Why might this skier be involved in some kind of competition?"", ""Why might this skier be involved in some kind of competition?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000443497.jpg""","""Why might this skier be involved in some kind of competition?""","[[{""id"":""g0.0"",""content"":""he isn't""}],[{""id"":""g1.0"",""content"":""tag on jacket""},{""id"":""g1.1"",""content"":""he's wearing tag""}],[{""id"":""g2.0"",""content"":""don't think he is""},{""id"":""g2.1"",""content"":""because of white pass on his jacket""},{""id"":""g2.2"",""content"":""to try to win""}],[{""id"":""g3.0"",""content"":""unsure""}],[{""id"":""g4.0"",""content"":""has number""}],[{""id"":""g5.0"",""content"":""tag""}]]","[""Why might this skier be involved in some kind of competition?"",""Why might this skier be involved in some kind of competition?"",""Why might this skier be involved in some kind of competition?"",""Why might this skier be involved in some kind of competition?"",""Why might this skier be involved in some kind of competition?"",""Why might this skier be involved in some kind of competition?""]",true,value,"""All answer the same question""",jgualla1
15,85,Uncertainty QUD,Mon Feb 07 18:34:33 UTC 2022,1,86400,21530,52,Mon Feb 07 19:00:47 UTC 2022,Mon Feb 07 19:01:11 UTC 2022,24,"[[{""id"": ""g0.0"", ""content"": ""drywall""}], [{""id"": ""g1.0"", ""content"": ""sheetrock""}], [{""id"": ""g2.0"", ""content"": ""wood""}], [{""id"": ""g3.0"", ""content"": ""plaster""}], [{""id"": ""g4.0"", ""content"": ""white""}], [{""id"": ""g5.0"", ""content"": ""concrete""}], [{""id"": ""g6.0"", ""content"": ""cardboard""}]]","[""What is the wall in the background made of?"", ""What is the wall in the background made of?"", ""What is the wall in the background made of?"", ""What is the wall in the background made of?"", ""What is the wall in the background made of?"", ""What is the wall in the background made of?"", ""What is the wall in the background made of?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000442099.jpg""","""What is the wall in the background made of?""","[[{""id"":""g0.0"",""content"":""drywall""}],[{""id"":""g1.0"",""content"":""sheetrock""}],[{""id"":""g2.0"",""content"":""wood""}],[{""id"":""g3.0"",""content"":""plaster""}],[{""id"":""g4.0"",""content"":""white""}],[{""id"":""g5.0"",""content"":""concrete""}],[{""id"":""g6.0"",""content"":""cardboard""}]]","[""What is the wall in the background made of?"",""What is the wall in the background made of?"",""What is the wall in the background made of?"",""What is the wall in the background made of?"",""What is the wall in the background made of?"",""What is the wall in the background made of?"",""What is the wall in the background made of?""]",true,value,"""All answer the same question""",esteng
15,85,Uncertainty QUD,Tue Feb 08 18:14:26 UTC 2022,1,86400,21696,129,Wed Feb 09 20:31:44 UTC 2022,Wed Feb 09 20:32:05 UTC 2022,21,"[[{""id"": ""g0.0"", ""content"": ""drywall""}], [{""id"": ""g1.0"", ""content"": ""sheetrock""}], [{""id"": ""g2.0"", ""content"": ""wood""}], [{""id"": ""g3.0"", ""content"": ""plaster""}], [{""id"": ""g4.0"", ""content"": ""white""}], [{""id"": ""g5.0"", ""content"": ""concrete""}], [{""id"": ""g6.0"", ""content"": ""cardboard""}]]","[""What is the wall in the background made of?"", ""What is the wall in the background made of?"", ""What is the wall in the background made of?"", ""What is the wall in the background made of?"", ""What is the wall in the background made of?"", ""What is the wall in the background made of?"", ""What is the wall in the background made of?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000442099.jpg""","""What is the wall in the background made of?""","[[{""id"":""g0.0"",""content"":""drywall""}],[{""id"":""g1.0"",""content"":""sheetrock""}],[{""id"":""g2.0"",""content"":""wood""}],[{""id"":""g3.0"",""content"":""plaster""}],[{""id"":""g4.0"",""content"":""white""}],[{""id"":""g5.0"",""content"":""concrete""}],[{""id"":""g6.0"",""content"":""cardboard""}]]","[""What is the wall in the background made of?"",""What is the wall in the background made of?"",""What is the wall in the background made of?"",""What is the wall in the background made of?"",""What is the wall in the background made of?"",""What is the wall in the background made of?"",""What is the wall in the background made of?""]",true,value,"""All answer the same question""",jgualla1
16,85,Uncertainty QUD,Mon Feb 07 18:34:33 UTC 2022,1,86400,21816,52,Thu Feb 10 18:10:28 UTC 2022,Thu Feb 10 18:10:36 UTC 2022,8,"[[{""id"": ""g0.0"", ""content"": ""240""}], [{""id"": ""g1.0"", ""content"": ""2:40""}], [{""id"": ""g2.0"", ""content"": ""2:42""}, {""id"": ""g2.1"", ""content"": ""8:13""}, {""id"": ""g2.2"", ""content"": ""2:43""}]]","[""What time does it say on the clock?"", ""What time does it say on the clock?"", ""What time does it say on the clock?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000442911.jpg""","""What time does it say on the clock?""","[[{""id"":""g1.0"",""content"":""2:40""}],[{""id"":""g0.0"",""content"":""240""},{""id"":""g2.0"",""content"":""2:42""},{""id"":""g2.1"",""content"":""8:13""},{""id"":""g2.2"",""content"":""2:43""}]]","[""What time does it say on the clock?"",""What time does it say on the clock?"",""What time does it say on the clock?""]",true,value,"""All answer the same question""",esteng
16,85,Uncertainty QUD,Tue Feb 08 18:14:26 UTC 2022,1,86400,21697,129,Wed Feb 09 20:32:05 UTC 2022,Wed Feb 09 20:32:13 UTC 2022,8,"[[{""id"": ""g0.0"", ""content"": ""south""}], [{""id"": ""g1.0"", ""content"": ""forward""}], [{""id"": ""g2.0"", ""content"": ""left to right""}, {""id"": ""g2.1"", ""content"": ""right""}], [{""id"": ""g3.0"", ""content"": ""down""}, {""id"": ""g3.1"", ""content"": ""toward beach""}], [{""id"": ""g4.0"", ""content"": ""left""}]]","[""In which direction is the wave moving?"", ""In which direction is the wave moving?"", ""In which direction is the wave moving?"", ""In which direction is the wave moving?"", ""In which direction is the wave moving?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000440314.jpg""","""In which direction is the wave moving?""","[[{""id"":""g0.0"",""content"":""south""}],[{""id"":""g1.0"",""content"":""forward""}],[{""id"":""g2.0"",""content"":""left to right""},{""id"":""g2.1"",""content"":""right""}],[{""id"":""g3.0"",""content"":""down""},{""id"":""g3.1"",""content"":""toward beach""}],[{""id"":""g4.0"",""content"":""left""}]]","[""In which direction is the wave moving?"",""In which direction is the wave moving?"",""In which direction is the wave moving?"",""In which direction is the wave moving?"",""In which direction is the wave moving?""]",true,value,"""All answer the same question""",jgualla1
17,85,Uncertainty QUD,Mon Feb 07 18:34:33 UTC 2022,1,86400,21817,52,Thu Feb 10 18:10:36 UTC 2022,Thu Feb 10 18:10:57 UTC 2022,21,"[[{""id"": ""g0.0"", ""content"": ""filling wine glass""}, {""id"": ""g0.1"", ""content"": ""filling glass""}, {""id"": ""g0.2"", ""content"": ""filling glass with wine""}], [{""id"": ""g1.0"", ""content"": ""pouring wine""}], [{""id"": ""g2.0"", ""content"": ""repairing""}], [{""id"": ""g3.0"", ""content"": ""getting drink""}], [{""id"": ""g4.0"", ""content"": ""looking""}]]","[""What is the man doing?"", ""What is the man doing?"", ""What is the man doing?"", ""What is the man doing?"", ""What is the man doing?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000044358.jpg""","""What is the man doing?""","[[{""id"":""g3.0"",""content"":""getting drink""},{""id"":""g2.0"",""content"":""repairing""},{""id"":""g1.0"",""content"":""pouring wine""},{""id"":""g0.0"",""content"":""filling wine glass""},{""id"":""g0.1"",""content"":""filling glass""},{""id"":""g0.2"",""content"":""filling glass with wine""}],[{""id"":""g4.0"",""content"":""looking""}]]","""What is the man doing with his eyes?""",false,,"""All answer the same question""",esteng
17,85,Uncertainty QUD,Tue Feb 08 18:14:26 UTC 2022,1,86400,21698,129,Wed Feb 09 20:32:13 UTC 2022,Wed Feb 09 20:32:19 UTC 2022,6,"[[{""id"": ""g0.0"", ""content"": ""240""}], [{""id"": ""g1.0"", ""content"": ""2:40""}], [{""id"": ""g2.0"", ""content"": ""2:42""}, {""id"": ""g2.1"", ""content"": ""8:13""}, {""id"": ""g2.2"", ""content"": ""2:43""}]]","[""What time does it say on the clock?"", ""What time does it say on the clock?"", ""What time does it say on the clock?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000442911.jpg""","""What time does it say on the clock?""","[[{""id"":""g0.0"",""content"":""240""}],[{""id"":""g1.0"",""content"":""2:40""}],[{""id"":""g2.0"",""content"":""2:42""},{""id"":""g2.1"",""content"":""8:13""},{""id"":""g2.2"",""content"":""2:43""}]]","[""What time does it say on the clock?"",""What time does it say on the clock?"",""What time does it say on the clock?""]",true,value,"""All answer the same question""",jgualla1
