HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.imgUrl,Input.questionStr,Input.answerGroups,Input.answerQuestions,Input.question_id,Answer.answer_groups,Answer.answer_questions,Answer.is_skip,Answer.skipCheck,Answer.skip_reason,Approve,Reject,Turkle.Username
360ZO6N6J1OFZSMGV2N5M5ZDSI7M9A,36AMNITQIKES8ARGIL13686UPJTIG0,Evaluate answers to questions about images,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,"images, questions, language",$0.10,Mon May 02 05:15:21 PDT 2022,1,BatchId:4730129;OriginalHitTemplateId:928390828;,7200,345600,Thu May 12 05:15:21 PDT 2022,,,3WOKGM4L72LNQLH9YOOQAHI8KTT0OQ,A002,Submitted,Mon May 02 20:09:01 PDT 2022,Mon May 02 20:11:44 PDT 2022,Fri May 06 20:11:44 PDT 2022,,,,163,100% (142/142),100% (1/1),0% (0/0),"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000224476.jpg""","""What plays music in this photo?""","[[{""id"": ""g0.0"", ""content"": ""computer""}], [{""id"": ""g1.0"", ""content"": ""hangover""}], [{""id"": ""g2.0"", ""content"": ""ipod""}], [{""id"": ""g3.0"", ""content"": ""laptop and ipod""}], [{""id"": ""g4.0"", ""content"": ""ipod, phone, laptop""}], [{""id"": ""g5.0"", ""content"": ""mp3""}], [{""id"": ""g6.0"", ""content"": ""phone""}], [{""id"": ""g7.0"", ""content"": ""mp3 player""}]]","[""What plays music in this photo?"", ""What plays music in this photo?"", ""What plays music in this photo?"", ""What plays music in this photo?"", ""What plays music in this photo?"", ""What plays music in this photo?"", ""What plays music in this photo?"", ""What plays music in this photo?""]",224476007,"[[{""id"":""g0.0"",""content"":""computer""}],[{""id"":""g2.0"",""content"":""ipod""},{""id"":""g7.0"",""content"":""mp3 player""},{""id"":""g5.0"",""content"":""mp3""}],[{""id"":""g4.0"",""content"":""ipod, phone, laptop""},{""id"":""g3.0"",""content"":""laptop and ipod""}],[{""id"":""g6.0"",""content"":""phone""}]]","[""What non handheld plays music in this photo?"",""What device is made to play music in this photo?"",""All of what plays music in this photo?"",""What handheld multi tool plays music in this photo?""]",false,,"""All answer the same question""",,,A002
37AQKJ12TXT2W2LE25TYZJVHGX6TTI,36AMNITQIKES8ARGIL13686UPJTIG0,Evaluate answers to questions about images,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,"images, questions, language",$0.10,Mon May 02 05:15:21 PDT 2022,1,BatchId:4730129;OriginalHitTemplateId:928390828;,7200,345600,Thu May 12 05:15:21 PDT 2022,,,3LJ7UR74RIIM7OZYGABF7V8GBV4N4E,A002,Submitted,Mon May 02 20:19:47 PDT 2022,Mon May 02 20:21:43 PDT 2022,Fri May 06 20:21:43 PDT 2022,,,,116,100% (142/142),100% (1/1),0% (0/0),"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000180085.jpg""","""Of what is the papasan chair made?""","[[{""id"": ""g0.0"", ""content"": ""foam""}], [{""id"": ""g1.0"", ""content"": ""pillows""}], [{""id"": ""g2.0"", ""content"": ""wicker""}], [{""id"": ""g3.0"", ""content"": ""cloth""}], [{""id"": ""g4.0"", ""content"": ""wood""}], [{""id"": ""g5.0"", ""content"": ""cane""}], [{""id"": ""g6.0"", ""content"": ""fabric""}], [{""id"": ""g7.0"", ""content"": ""bamboo""}]]","[""Of what is the papasan chair made?"", ""Of what is the papasan chair made?"", ""Of what is the papasan chair made?"", ""Of what is the papasan chair made?"", ""Of what is the papasan chair made?"", ""Of what is the papasan chair made?"", ""Of what is the papasan chair made?"", ""Of what is the papasan chair made?""]",180085003,"[[{""id"":""g3.0"",""content"":""cloth""},{""id"":""g6.0"",""content"":""fabric""},{""id"":""g0.0"",""content"":""foam""}],[{""id"":""g7.0"",""content"":""bamboo""},{""id"":""g5.0"",""content"":""cane""},{""id"":""g4.0"",""content"":""wood""},{""id"":""g2.0"",""content"":""wicker""}]]","[""Of what is the papasan chair cushion made?"",""Of what is the papasan chair frame made?""]",false,,"""All answer the same question""",,,A002
3I7KR83SNAIK94MDAQAP7S793DC9KS,36AMNITQIKES8ARGIL13686UPJTIG0,Evaluate answers to questions about images,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,"images, questions, language",$0.10,Mon May 02 05:15:21 PDT 2022,1,BatchId:4730129;OriginalHitTemplateId:928390828;,7200,345600,Thu May 12 05:15:21 PDT 2022,,,3OVHNO1VE76TO9WAC9N25M9VYM8ZDN,A002,Submitted,Mon May 02 21:05:28 PDT 2022,Mon May 02 21:07:39 PDT 2022,Fri May 06 21:07:39 PDT 2022,,,,131,100% (142/142),100% (1/1),0% (0/0),"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000426980.jpg""","""Where are the people sitting?""","[[{""id"": ""g0.0"", ""content"": ""campground""}], [{""id"": ""g1.0"", ""content"": ""outside""}], [{""id"": ""g2.0"", ""content"": ""under tree""}], [{""id"": ""g3.0"", ""content"": ""in grass on chairs""}, {""id"": ""g3.1"", ""content"": ""chairs and on ground""}], [{""id"": ""g4.0"", ""content"": ""ground""}], [{""id"": ""g5.0"", ""content"": ""park""}], [{""id"": ""g6.0"", ""content"": ""on chairs""}, {""id"": ""g6.1"", ""content"": ""on lawn chairs""}], [{""id"": ""g7.0"", ""content"": ""sidewalk""}]]","[""Where are the people sitting?"", ""Where are the people sitting?"", ""Where are the people sitting?"", ""Where are the people sitting?"", ""Where are the people sitting?"", ""Where are the people sitting?"", ""Where are the people sitting?"", ""Where are the people sitting?""]",426980001,"[[{""id"":""g0.0"",""content"":""campground""},{""id"":""g1.0"",""content"":""outside""},{""id"":""g5.0"",""content"":""park""}],[{""id"":""g6.1"",""content"":""on lawn chairs""},{""id"":""g7.0"",""content"":""sidewalk""},{""id"":""g6.0"",""content"":""on chairs""},{""id"":""g4.0"",""content"":""ground""},{""id"":""g2.0"",""content"":""under tree""},{""id"":""g3.0"",""content"":""in grass on chairs""},{""id"":""g3.1"",""content"":""chairs and on ground""}]]","[""Where are the people sitting located?"",""Where are the people sitting on?""]",false,,"""All answer the same question""",,,A002
3ROUCZ907FZ66IBYA7L0BZJ7IH8OO5,36AMNITQIKES8ARGIL13686UPJTIG0,Evaluate answers to questions about images,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,"images, questions, language",$0.10,Mon May 02 05:15:21 PDT 2022,1,BatchId:4730129;OriginalHitTemplateId:928390828;,7200,345600,Thu May 12 05:15:21 PDT 2022,,,3QY5DC2MXSP90UGWXSJKCUX18GWFUA,A002,Submitted,Mon May 02 18:22:16 PDT 2022,Mon May 02 18:24:40 PDT 2022,Fri May 06 18:24:40 PDT 2022,,,,144,100% (142/142),100% (1/1),0% (0/0),"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000365123.jpg""","""What is in the center of the cake?""","[[{""id"": ""g0.0"", ""content"": ""blue flower design""}, {""id"": ""g0.1"", ""content"": ""flower""}], [{""id"": ""g1.0"", ""content"": ""strawberries""}], [{""id"": ""g2.0"", ""content"": ""icing""}, {""id"": ""g2.1"", ""content"": ""frosting""}], [{""id"": ""g3.0"", ""content"": ""fruit""}], [{""id"": ""g4.0"", ""content"": ""candy""}]]","[""What is in the center of the cake?"", ""What is in the center of the cake?"", ""What is in the center of the cake?"", ""What is in the center of the cake?"", ""What is in the center of the cake?""]",365123003,"[[{""id"":""g0.0"",""content"":""blue flower design""},{""id"":""g0.1"",""content"":""flower""}],[{""id"":""g1.0"",""content"":""strawberries""},{""id"":""g3.0"",""content"":""fruit""}],[{""id"":""g4.0"",""content"":""candy""}]]","[""What is in the center of the brown cake?"",""What is in the center of the middle cake?"",""What is in the center of the left cake?""]",false,,"""All answer the same question""",,,A002
3P888QFVX3Z9RUOEPKD404E7XIQOQD,36AMNITQIKES8ARGIL13686UPJTIG0,Evaluate answers to questions about images,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,"images, questions, language",$0.10,Mon May 02 05:15:21 PDT 2022,1,BatchId:4730129;OriginalHitTemplateId:928390828;,7200,345600,Thu May 12 05:15:21 PDT 2022,,,3G5W44VEU8N1BY7FEYL0OSOF75CGKT,A002,Submitted,Mon May 02 21:14:12 PDT 2022,Mon May 02 21:16:52 PDT 2022,Fri May 06 21:16:52 PDT 2022,,,,160,100% (142/142),100% (1/1),0% (0/0),"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000356256.jpg""","""What object can clearly be seen reflected in the glass window?""","[[{""id"": ""g0.0"", ""content"": ""people""}], [{""id"": ""g1.0"", ""content"": ""scooter""}], [{""id"": ""g2.0"", ""content"": ""bus""}], [{""id"": ""g3.0"", ""content"": ""person""}], [{""id"": ""g4.0"", ""content"": ""car""}], [{""id"": ""g5.0"", ""content"": ""pedestrians""}], [{""id"": ""g6.0"", ""content"": ""people walking""}], [{""id"": ""g7.0"", ""content"": ""human""}]]","[""What object can clearly be seen reflected in the glass window?"", ""What object can clearly be seen reflected in the glass window?"", ""What object can clearly be seen reflected in the glass window?"", ""What object can clearly be seen reflected in the glass window?"", ""What object can clearly be seen reflected in the glass window?"", ""What object can clearly be seen reflected in the glass window?"", ""What object can clearly be seen reflected in the glass window?"", ""What object can clearly be seen reflected in the glass window?""]",356256003,"[[{""id"":""g7.0"",""content"":""human""},{""id"":""g6.0"",""content"":""people walking""},{""id"":""g5.0"",""content"":""pedestrians""},{""id"":""g3.0"",""content"":""person""},{""id"":""g0.0"",""content"":""people""}],[{""id"":""g4.0"",""content"":""car""},{""id"":""g2.0"",""content"":""bus""},{""id"":""g1.0"",""content"":""scooter""}]]","[""What living object can clearly be seen reflected in the glass window?"",""What vehicle can clearly be seen reflected in the glass window?""]",false,,"""All answer the same question""",,,A002
39WSF6KUV2QKURY9GTI46NPTEF2EOR,36AMNITQIKES8ARGIL13686UPJTIG0,Evaluate answers to questions about images,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,"images, questions, language",$0.10,Mon May 02 05:15:21 PDT 2022,1,BatchId:4730129;OriginalHitTemplateId:928390828;,7200,345600,Thu May 12 05:15:21 PDT 2022,,,3L4D84MIL0XK0AW8GJ368D037FBJHG,A002,Submitted,Mon May 02 18:17:11 PDT 2022,Mon May 02 18:20:04 PDT 2022,Fri May 06 18:20:04 PDT 2022,,,,173,100% (142/142),100% (1/1),0% (0/0),"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000485526.jpg""","""What is in the bowl?""","[[{""id"": ""g0.0"", ""content"": ""meat""}, {""id"": ""g0.1"", ""content"": ""chicken""}], [{""id"": ""g1.0"", ""content"": ""there is no bowl""}, {""id"": ""g1.1"", ""content"": ""nothing""}], [{""id"": ""g2.0"", ""content"": ""fruit""}], [{""id"": ""g3.0"", ""content"": ""oranges, eggs and lemon""}, {""id"": ""g3.1"", ""content"": ""oranges, lemon and eggs""}], [{""id"": ""g4.0"", ""content"": ""oranges""}]]","[""What is in the bowl?"", ""What is in the bowl?"", ""What is in the bowl?"", ""What is in the bowl?"", ""What is in the bowl?""]",485526000,"[[{""id"":""g4.0"",""content"":""oranges""},{""id"":""g2.0"",""content"":""fruit""}],[{""id"":""g3.0"",""content"":""oranges, eggs and lemon""},{""id"":""g3.1"",""content"":""oranges, lemon and eggs""}]]","[""What is vegan in the bowl?"",""What is in the bowl in general?""]",false,,"""All answer the same question""",,,A002
3EQPA8A374144BY8W34CJ19P3R1JZJ,36AMNITQIKES8ARGIL13686UPJTIG0,Evaluate answers to questions about images,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,"images, questions, language",$0.10,Mon May 02 05:15:22 PDT 2022,1,BatchId:4730129;OriginalHitTemplateId:928390828;,7200,345600,Thu May 12 05:15:22 PDT 2022,,,30BUDKLTXE0091QL1GR6M0KLXYOE59,A002,Submitted,Mon May 02 18:17:14 PDT 2022,Mon May 02 18:21:18 PDT 2022,Fri May 06 18:21:18 PDT 2022,,,,244,100% (142/142),100% (1/1),0% (0/0),"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000396725.jpg""","""What does the woman have in her hand?""","[[{""id"": ""g0.0"", ""content"": ""tray""}, {""id"": ""g0.1"", ""content"": ""baking tray""}], [{""id"": ""g1.0"", ""content"": ""pan""}], [{""id"": ""g2.0"", ""content"": ""rag""}], [{""id"": ""g3.0"", ""content"": ""cake""}, {""id"": ""g3.1"", ""content"": ""cake pan""}], [{""id"": ""g4.0"", ""content"": ""pot holder""}], [{""id"": ""g5.0"", ""content"": ""potholder""}], [{""id"": ""g6.0"", ""content"": ""casserole""}], [{""id"": ""g7.0"", ""content"": ""oven mitt""}]]","[""What does the woman have in her hand?"", ""What does the woman have in her hand?"", ""What does the woman have in her hand?"", ""What does the woman have in her hand?"", ""What does the woman have in her hand?"", ""What does the woman have in her hand?"", ""What does the woman have in her hand?"", ""What does the woman have in her hand?""]",396725014,"[[{""id"":""g3.1"",""content"":""cake pan""},{""id"":""g1.0"",""content"":""pan""},{""id"":""g0.0"",""content"":""tray""},{""id"":""g0.1"",""content"":""baking tray""}],[{""id"":""g7.0"",""content"":""oven mitt""},{""id"":""g5.0"",""content"":""potholder""},{""id"":""g4.0"",""content"":""pot holder""},{""id"":""g2.0"",""content"":""rag""}]]","[""What does the woman holding in her hand?"",""What does the woman have directly in her hand?""]",false,,"""All answer the same question""",,,A002
3LG268AV38BNR4QP8LZ80IUYP2MER0,36AMNITQIKES8ARGIL13686UPJTIG0,Evaluate answers to questions about images,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,"images, questions, language",$0.10,Mon May 02 05:15:22 PDT 2022,1,BatchId:4730129;OriginalHitTemplateId:928390828;,7200,345600,Thu May 12 05:15:22 PDT 2022,,,31HQ4X3T3TFFL9YOUYRIS6KXKG3SLK,A002,Submitted,Mon May 02 19:27:16 PDT 2022,Mon May 02 19:28:50 PDT 2022,Fri May 06 19:28:50 PDT 2022,,,,94,100% (142/142),100% (1/1),0% (0/0),"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000365011.jpg""","""What is on the right of the picture?""","[[{""id"": ""g0.0"", ""content"": ""sky posts""}], [{""id"": ""g1.0"", ""content"": ""mountain""}], [{""id"": ""g2.0"", ""content"": ""snow""}], [{""id"": ""g3.0"", ""content"": ""electrical tower""}], [{""id"": ""g4.0"", ""content"": ""antenna""}], [{""id"": ""g5.0"", ""content"": ""electric tower, ski pole, and mountain top""}], [{""id"": ""g6.0"", ""content"": ""poles""}], [{""id"": ""g7.0"", ""content"": ""pole""}], [{""id"": ""g8.0"", ""content"": ""post""}]]","[""What is on the right of the picture?"", ""What is on the right of the picture?"", ""What is on the right of the picture?"", ""What is on the right of the picture?"", ""What is on the right of the picture?"", ""What is on the right of the picture?"", ""What is on the right of the picture?"", ""What is on the right of the picture?"", ""What is on the right of the picture?""]",365011010,"[[{""id"":""g8.0"",""content"":""post""},{""id"":""g7.0"",""content"":""pole""},{""id"":""g6.0"",""content"":""poles""},{""id"":""g4.0"",""content"":""antenna""},{""id"":""g3.0"",""content"":""electrical tower""},{""id"":""g0.0"",""content"":""sky posts""}],[{""id"":""g2.0"",""content"":""snow""},{""id"":""g1.0"",""content"":""mountain""}],[{""id"":""g5.0"",""content"":""electric tower, ski pole, and mountain top""}]]","[""What artificial thing is on the right of the picture?"",""What natural thing is on the right of the picture?"",""What is on the right of the picture in general?""]",false,,"""All answer the same question""",,,A002
3T2HW4QDUVC2Q6APIDTRJ9U1Y43C9I,36AMNITQIKES8ARGIL13686UPJTIG0,Evaluate answers to questions about images,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,"images, questions, language",$0.10,Mon May 02 05:15:23 PDT 2022,1,BatchId:4730129;OriginalHitTemplateId:928390828;,7200,345600,Thu May 12 05:15:23 PDT 2022,,,3J88R45B2H3D8BZLG0QC8VA944UPX9,A002,Submitted,Mon May 02 17:18:58 PDT 2022,Mon May 02 17:20:44 PDT 2022,Fri May 06 17:20:44 PDT 2022,,,,106,100% (142/142),100% (1/1),0% (0/0),"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000020030.jpg""","""What is in the yellow box?""","[[{""id"": ""g0.0"", ""content"": ""studs""}], [{""id"": ""g1.0"", ""content"": ""nothing""}], [{""id"": ""g2.0"", ""content"": ""toothpaste""}], [{""id"": ""g3.0"", ""content"": ""soap""}], [{""id"": ""g4.0"", ""content"": ""cufflinks""}], [{""id"": ""g5.0"", ""content"": ""studs & links""}, {""id"": ""g5.1"", ""content"": ""studs and links""}], [{""id"": ""g6.0"", ""content"": ""dip""}], [{""id"": ""g7.0"", ""content"": ""earrings""}]]","[""What is in the yellow box?"", ""What is in the yellow box?"", ""What is in the yellow box?"", ""What is in the yellow box?"", ""What is in the yellow box?"", ""What is in the yellow box?"", ""What is in the yellow box?"", ""What is in the yellow box?""]",20030000,"[[{""id"":""g5.1"",""content"":""studs and links""},{""id"":""g5.0"",""content"":""studs & links""},{""id"":""g0.0"",""content"":""studs""}],[{""id"":""g4.0"",""content"":""cufflinks""},{""id"":""g7.0"",""content"":""earrings""},{""id"":""g6.0"",""content"":""dip""},{""id"":""g3.0"",""content"":""soap""},{""id"":""g2.0"",""content"":""toothpaste""},{""id"":""g1.0"",""content"":""nothing""}]]","[""What is in the yellow box on the right?"",""What is in the yellow box on the left?""]",false,,"""All answer the same question""",,,A002
33QQ60S6ASNGG63C48VYK4FE20GU0Y,36AMNITQIKES8ARGIL13686UPJTIG0,Evaluate answers to questions about images,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,"images, questions, language",$0.10,Mon May 02 05:15:24 PDT 2022,1,BatchId:4730129;OriginalHitTemplateId:928390828;,7200,345600,Thu May 12 05:15:24 PDT 2022,,,3KGTPGBS6YQPZ04K9X4DSB3CZCR2UD,A002,Submitted,Mon May 02 18:11:16 PDT 2022,Mon May 02 18:14:53 PDT 2022,Fri May 06 18:14:53 PDT 2022,,,,217,100% (142/142),100% (1/1),0% (0/0),"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000223458.jpg""","""Where is this body of water?""","[[{""id"": ""g0.0"", ""content"": ""florida""}, {""id"": ""g0.1"", ""content"": ""alabama""}], [{""id"": ""g1.0"", ""content"": ""chicago""}], [{""id"": ""g2.0"", ""content"": ""country""}], [{""id"": ""g3.0"", ""content"": ""ocean""}], [{""id"": ""g4.0"", ""content"": ""coast""}], [{""id"": ""g5.0"", ""content"": ""beach""}], [{""id"": ""g6.0"", ""content"": ""lake""}], [{""id"": ""g7.0"", ""content"": ""near city""}], [{""id"": ""g8.0"", ""content"": ""right""}]]","[""Where is this body of water?"", ""Where is this body of water?"", ""Where is this body of water?"", ""Where is this body of water?"", ""Where is this body of water?"", ""Where is this body of water?"", ""Where is this body of water?"", ""Where is this body of water?"", ""Where is this body of water?""]",223458004,"[[{""id"":""g7.0"",""content"":""near city""},{""id"":""g2.0"",""content"":""country""},{""id"":""g1.0"",""content"":""chicago""},{""id"":""g0.0"",""content"":""florida""},{""id"":""g0.1"",""content"":""alabama""}],[{""id"":""g6.0"",""content"":""lake""},{""id"":""g5.0"",""content"":""beach""},{""id"":""g4.0"",""content"":""coast""},{""id"":""g3.0"",""content"":""ocean""}]]","[""Where is this body of water located?"",""What is this body of water?""]",false,,"""All answer the same question""",,,A002
3OWZNK3RYLUNCG6QJVZC3S8TZY0U2I,36AMNITQIKES8ARGIL13686UPJTIG0,Evaluate answers to questions about images,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,"images, questions, language",$0.10,Mon May 02 05:15:25 PDT 2022,1,BatchId:4730129;OriginalHitTemplateId:928390828;,7200,345600,Thu May 12 05:15:25 PDT 2022,,,33FOTY3KENQMOL5O42JZTM7107A1CR,A002,Submitted,Mon May 02 18:59:18 PDT 2022,Mon May 02 19:03:19 PDT 2022,Fri May 06 19:03:19 PDT 2022,,,,241,100% (142/142),100% (1/1),0% (0/0),"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000396838.jpg""","""What is on the dining table?""","[[{""id"": ""g0.0"", ""content"": ""newspaper""}], [{""id"": ""g1.0"", ""content"": ""meal preparation items""}], [{""id"": ""g2.0"", ""content"": ""magazine""}], [{""id"": ""g3.0"", ""content"": ""book""}], [{""id"": ""g4.0"", ""content"": ""wine""}], [{""id"": ""g5.0"", ""content"": ""magazines""}], [{""id"": ""g6.0"", ""content"": ""candle""}], [{""id"": ""g7.0"", ""content"": ""bag""}]]","[""What is on the dining table?"", ""What is on the dining table?"", ""What is on the dining table?"", ""What is on the dining table?"", ""What is on the dining table?"", ""What is on the dining table?"", ""What is on the dining table?"", ""What is on the dining table?""]",396838004,"[[{""id"":""g5.0"",""content"":""magazines""},{""id"":""g3.0"",""content"":""book""},{""id"":""g2.0"",""content"":""magazine""},{""id"":""g0.0"",""content"":""newspaper""}],[{""id"":""g7.0"",""content"":""bag""},{""id"":""g6.0"",""content"":""candle""},{""id"":""g4.0"",""content"":""wine""},{""id"":""g1.0"",""content"":""meal preparation items""}]]","[""What is on the front dining table?"",""What is on the back dining table?""]",false,,"""All answer the same question""",,,A002
3DIIW4IV8P0S63QDTSTMD4HGPH9I4U,36AMNITQIKES8ARGIL13686UPJTIG0,Evaluate answers to questions about images,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,"images, questions, language",$0.10,Mon May 02 05:15:25 PDT 2022,1,BatchId:4730129;OriginalHitTemplateId:928390828;,7200,345600,Thu May 12 05:15:25 PDT 2022,,,3JPSL1DZ5T419DFFPBL6KYUG35UNAJ,A002,Submitted,Mon May 02 19:03:28 PDT 2022,Mon May 02 19:05:16 PDT 2022,Fri May 06 19:05:16 PDT 2022,,,,108,100% (142/142),100% (1/1),0% (0/0),"""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000132617.jpg""","""What kind of cat is that?""","[[{""id"": ""g0.0"", ""content"": ""fat""}, {""id"": ""g0.1"", ""content"": ""fat cat""}], [{""id"": ""g1.0"", ""content"": ""striped""}], [{""id"": ""g2.0"", ""content"": ""calico""}], [{""id"": ""g3.0"", ""content"": ""tabby""}], [{""id"": ""g4.0"", ""content"": ""long hair""}], [{""id"": ""g5.0"", ""content"": ""tiger""}], [{""id"": ""g6.0"", ""content"": ""house""}], [{""id"": ""g7.0"", ""content"": ""big""}]]","[""What kind of cat is that?"", ""What kind of cat is that?"", ""What kind of cat is that?"", ""What kind of cat is that?"", ""What kind of cat is that?"", ""What kind of cat is that?"", ""What kind of cat is that?"", ""What kind of cat is that?""]",132617004,"[[{""id"":""g7.0"",""content"":""big""},{""id"":""g0.0"",""content"":""fat""},{""id"":""g0.1"",""content"":""fat cat""}],[{""id"":""g3.0"",""content"":""tabby""},{""id"":""g2.0"",""content"":""calico""},{""id"":""g1.0"",""content"":""striped""}],[{""id"":""g4.0"",""content"":""long hair""}],[{""id"":""g6.0"",""content"":""house""}]]","[""What kind of cat shape is that?"",""What kind of cat coloring is that?"",""What kind of cat hair length is that?"",""What kind of small cat is that?""]",false,,"""All answer the same question""",,,A002
